CVE ID,Description,CVSS Score,Attack Vector,Affected OS,Severity,Vulnerability_Type,Attack_Vector_Type,CVE_Year,Description_Length,Cleaned_Description,Original_Length,Cleaned_Length,Reduction_Pct,Top_Keywords
CVE-2023-38652,Multiple integer overflow vulnerabilities exist in the VZT vzt_rd_block_vch_decode dict parsing functionality of GTKWave 3.3.115. A specially crafted .vzt file can lead to memory corruption. A victim would need to open a malicious file to trigger these vulnerabilities.This vulnerability concerns the integer overflow when num_time_ticks is not zero.,7.0,CVSS:3.1/AV:L/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,,High,Other,Local,2023.0,350,multiple integer overflow vulnerability exist vzt vzt block vch decode dict parsing functionality gtkwave VERSION specially crafted vzt file lead memory corruption victim would need open malicious file trigger vulnerability vulnerability concern integer overflow num time tick zero,350,281,19.7,"vzt, integer overflow, integer, dict parsing, decode dict"
CVE-2023-38653,Multiple integer overflow vulnerabilities exist in the VZT vzt_rd_block_vch_decode dict parsing functionality of GTKWave 3.3.115. A specially crafted .vzt file can lead to memory corruption. A victim would need to open a malicious file to trigger these vulnerabilities.This vulnerability concerns the integer overflow when num_time_ticks is zero.,7.0,CVSS:3.1/AV:L/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,,High,Other,Local,2023.0,346,multiple integer overflow vulnerability exist vzt vzt block vch decode dict parsing functionality gtkwave VERSION specially crafted vzt file lead memory corruption victim would need open malicious file trigger vulnerability vulnerability concern integer overflow num time tick zero,346,281,18.8,"vzt, integer overflow, integer, dict parsing, decode dict"
CVE-2023-38657,An out-of-bounds write vulnerability exists in the LXT2 zlib block decompression functionality of GTKWave 3.3.115. A specially crafted .lxt2 file can lead to arbitrary code execution. A victim would need to open a malicious file to trigger this vulnerability.,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,High,Remote Code Execution,Local,2023.0,259,bound write vulnerability exists lxt zlib block decompression functionality gtkwave VERSION specially crafted lxt file lead arbitrary code execution victim would need open malicious file trigger vulnerability,259,208,19.7,"lxt, zlib block, lxt zlib, zlib, exists lxt"
CVE-2023-39234,Multiple out-of-bounds write vulnerabilities exist in the VZT vzt_rd_process_block autosort functionality of GTKWave 3.3.115. A specially crafted .vzt file can lead to arbitrary code execution. A victim would need to open a malicious file to trigger these vulnerabilities.This vulnerability concerns the out-of-bounds write when looping over `lt->numrealfacs`.,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,High,Remote Code Execution,Local,2023.0,360,multiple bound write vulnerability exist vzt vzt process block autosort functionality gtkwave VERSION specially crafted vzt file lead arbitrary code execution victim would need open malicious file trigger vulnerability vulnerability concern bound write looping numrealfacs,360,272,24.4,"vzt, bound write, autosort, block autosort, process block"
CVE-2023-39235,Multiple out-of-bounds write vulnerabilities exist in the VZT vzt_rd_process_block autosort functionality of GTKWave 3.3.115. A specially crafted .vzt file can lead to arbitrary code execution. A victim would need to open a malicious file to trigger these vulnerabilities.This vulnerability concerns the out-of-bounds write when looping over `lt->num_time_ticks`.,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,High,Remote Code Execution,Local,2023.0,363,multiple bound write vulnerability exist vzt vzt process block autosort functionality gtkwave VERSION specially crafted vzt file lead arbitrary code execution victim would need open malicious file trigger vulnerability vulnerability concern bound write looping num time tick,363,274,24.5,"vzt, bound write, looping, write looping, vzt process"
CVE-2023-39270,Multiple integer overflow vulnerabilities exist in the LXT2 facgeometry parsing functionality of GTKWave 3.3.115. A specially crafted .lxt2 file can lead to arbitrary code execution. A victim would need to open a malicious file to trigger these vulnerabilities.This vulnerability concerns the integer overflow when allocating the `rows` array.,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,High,Remote Code Execution,Local,2023.0,343,multiple integer overflow vulnerability exist lxt facgeometry parsing functionality gtkwave VERSION specially crafted lxt file lead arbitrary code execution victim would need open malicious file trigger vulnerability vulnerability concern integer overflow allocating row array,343,276,19.5,"lxt, integer overflow, integer, row array, allocating row"
CVE-2023-39271,Multiple integer overflow vulnerabilities exist in the LXT2 facgeometry parsing functionality of GTKWave 3.3.115. A specially crafted .lxt2 file can lead to arbitrary code execution. A victim would need to open a malicious file to trigger these vulnerabilities.This vulnerability concerns the integer overflow when allocating the `msb` array.,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,High,Remote Code Execution,Local,2023.0,342,multiple integer overflow vulnerability exist lxt facgeometry parsing functionality gtkwave VERSION specially crafted lxt file lead arbitrary code execution victim would need open malicious file trigger vulnerability vulnerability concern integer overflow allocating msb array,342,276,19.3,"lxt, integer overflow, integer, allocating msb, msb"
CVE-2023-39272,Multiple integer overflow vulnerabilities exist in the LXT2 facgeometry parsing functionality of GTKWave 3.3.115. A specially crafted .lxt2 file can lead to arbitrary code execution. A victim would need to open a malicious file to trigger these vulnerabilities.This vulnerability concerns the integer overflow when allocating the `lsb` array.,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,High,Remote Code Execution,Local,2023.0,342,multiple integer overflow vulnerability exist lxt facgeometry parsing functionality gtkwave VERSION specially crafted lxt file lead arbitrary code execution victim would need open malicious file trigger vulnerability vulnerability concern integer overflow allocating lsb array,342,276,19.3,"lxt, integer overflow, integer, allocating lsb, lsb array"
CVE-2023-39273,Multiple integer overflow vulnerabilities exist in the LXT2 facgeometry parsing functionality of GTKWave 3.3.115. A specially crafted .lxt2 file can lead to arbitrary code execution. A victim would need to open a malicious file to trigger these vulnerabilities.This vulnerability concerns the integer overflow when allocating the `flags` array.,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,High,Remote Code Execution,Local,2023.0,344,multiple integer overflow vulnerability exist lxt facgeometry parsing functionality gtkwave VERSION specially crafted lxt file lead arbitrary code execution victim would need open malicious file trigger vulnerability vulnerability concern integer overflow allocating flag array,344,277,19.5,"lxt, integer overflow, integer, allocating flag, flag array"
CVE-2023-39274,Multiple integer overflow vulnerabilities exist in the LXT2 facgeometry parsing functionality of GTKWave 3.3.115. A specially crafted .lxt2 file can lead to arbitrary code execution. A victim would need to open a malicious file to trigger these vulnerabilities.This vulnerability concerns the integer overflow when allocating the `len` array.,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,High,Remote Code Execution,Local,2023.0,342,multiple integer overflow vulnerability exist lxt facgeometry parsing functionality gtkwave VERSION specially crafted lxt file lead arbitrary code execution victim would need open malicious file trigger vulnerability vulnerability concern integer overflow allocating len array,342,276,19.3,"lxt, integer overflow, integer, len array, allocating len"
CVE-2023-39275,Multiple integer overflow vulnerabilities exist in the LXT2 facgeometry parsing functionality of GTKWave 3.3.115. A specially crafted .lxt2 file can lead to arbitrary code execution. A victim would need to open a malicious file to trigger these vulnerabilities.This vulnerability concerns the integer overflow when allocating the `value` array.,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,High,Remote Code Execution,Local,2023.0,344,multiple integer overflow vulnerability exist lxt facgeometry parsing functionality gtkwave VERSION specially crafted lxt file lead arbitrary code execution victim would need open malicious file trigger vulnerability vulnerability concern integer overflow allocating value array,344,278,19.2,"lxt, integer overflow, integer, lxt facgeometry, facgeometry"
CVE-2023-39316,Multiple integer overflow vulnerabilities exist in the LXT2 num_dict_entries functionality of GTKWave 3.3.115. A specially crafted .lxt2 file can lead to arbitrary code execution. A victim would need to open a malicious file to trigger these vulnerabilities.This vulnerability concerns the integer overflow when allocating the `string_pointers` array.,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,High,Remote Code Execution,Local,2023.0,351,multiple integer overflow vulnerability exist lxt num dict entry functionality gtkwave VERSION specially crafted lxt file lead arbitrary code execution victim would need open malicious file trigger vulnerability vulnerability concern integer overflow allocating string pointer array,351,282,19.7,"lxt, integer overflow, integer, allocating string, num dict"
CVE-2023-39317,Multiple integer overflow vulnerabilities exist in the LXT2 num_dict_entries functionality of GTKWave 3.3.115. A specially crafted .lxt2 file can lead to arbitrary code execution. A victim would need to open a malicious file to trigger these vulnerabilities.This vulnerability concerns the integer overflow when allocating the `string_lens` array.,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,High,Remote Code Execution,Local,2023.0,347,multiple integer overflow vulnerability exist lxt num dict entry functionality gtkwave VERSION specially crafted lxt file lead arbitrary code execution victim would need open malicious file trigger vulnerability vulnerability concern integer overflow allocating string lens array,347,279,19.6,"lxt, integer overflow, integer, dict entry, num dict"
CVE-2023-39413,Multiple integer underflow vulnerabilities exist in the LXT2 lxt2_rd_iter_radix shift operation functionality of GTKWave 3.3.115. A specially crafted .lxt2 file can lead to memory corruption. A victim would need to open a malicious file to trigger these vulnerabilities.This vulnerability concerns the integer underflow when performing the left shift operation.,7.0,CVSS:3.1/AV:L/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,,High,Other,Local,2023.0,361,multiple integer underflow vulnerability exist lxt lxt iter radix shift operation functionality gtkwave VERSION specially crafted lxt file lead memory corruption victim would need open malicious file trigger vulnerability vulnerability concern integer underflow performing left shift operation,361,293,18.8,"shift, shift operation, underflow, integer underflow, lxt"
CVE-2023-39414,Multiple integer underflow vulnerabilities exist in the LXT2 lxt2_rd_iter_radix shift operation functionality of GTKWave 3.3.115. A specially crafted .lxt2 file can lead to memory corruption. A victim would need to open a malicious file to trigger these vulnerabilities.This vulnerability concerns the integer underflow when performing the right shift operation.,7.0,CVSS:3.1/AV:L/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,,High,Other,Local,2023.0,362,multiple integer underflow vulnerability exist lxt lxt iter radix shift operation functionality gtkwave VERSION specially crafted lxt file lead memory corruption victim would need open malicious file trigger vulnerability vulnerability concern integer underflow performing right shift operation,362,294,18.8,"shift, shift operation, underflow, integer underflow, lxt"
